index,premise,hypothesis,label
16894,그 때 당시 하루도 안 빠지고 시청했던 드라마.,그 당시 가끔식만 챙겨봤던 드라마.,contradiction
16895,또한 최신 임업정보 제공을 통한 임업 경쟁력 제고를 위해 임업신문 보급사업 추진 기반을 마련했다.,입업 경쟁력 제고와 임업신문 보급사업 추진 기반 마련은 아무런 관련이 없다.,contradiction
16896,퇴근시간에 우리나라 9호선같은 느낌이였어요,퇴근시간에 우리나라 9호선처럼 사람이 많았어요.,neutral
16897,관광하기에 숙소 위치가 정말 좋습니다.,여러가지 중 위치가 제일 마음에 듭니다.,neutral
16898,낙천적이고 항상 밝은 성격의 신지현은 얼마 앞둔 결혼식을 자신만의 방식으로 치루기 위해 분주하다.,신지현은 결혼이 다가오자 웃음을 잃는다.,neutral
16899,"유엔 보건안보 우호국 그룹의 공동의장국은 한국, 캐나다, 덴마크, 시에라리온, 카타르다.",유엔 보건안보 우호국 그룹의 공동의장국 중 최고참은 캐나다이다.,neutral
16900,"그러나 피의자 김경호가 실제로 화살을 쏜 일이 없다며 결백을 주장하면서, 속전속결로 진행될 것 같았던 재판은 난항을 거듭한다.",재판의 피의자는 김경호이다.,entailment
16901,도대체 이사람은 왜 영화 만드는지 이해가 안간다.,이 사람이 왜 연기를 하지않고 영화를 만드는지 이해가 안간다.,neutral
16902,나는 이정재보다 송강호연기력이 더 좋았는데,송강호보다 이정재 연기력이 비교적 좋았다.,contradiction
16903,퇴역 군인 톰 셔본은 파르타죄즈 지역에 위치한 한 섬의 등대지기로 부임하게 된다.,퇴역 군인 톰 셔본은 한 섬의 등대지기로 부임하게 된다.,entailment
16904,테르미니역이나 산타마리아 마조레 대성당과 굉장히 가까웠습니다.,근처에 지하철 역이 없습니다.,neutral
16905,부모를 잃고 은행장이던 할아버지와 함께 사는 성구는 모범생이었다.,성구의 할아버지는 은행장이었다.,entailment
16906,"주식 양도소득 과세가 확대되는 만큼, 증권거래세는 단계적으로 인하한다.",주식 양도소득 과세 확대에 대한 조세저항도 거세다.,neutral
16907,배우들 작품하나찍을때 힘들었던것을 생각해서3점 이거 재미없음,너무 재밌어서 기꺼이 5점.,contradiction
16908,이번에 서울시가 시 차원에서 사업에 참여하기로 결정함에 따라 서울시민 누구나 알뜰카드를 사용해 대중교통비 절감혜택을 누릴 수 있게 됐다.,알뜰카드를 사용하면 10%의 대중교통비 절감혜택을 얻는다.,neutral
16909,이에 보리는 얼굴도 모르는 할아버지를 위해 직접 집 밖으로 나가 혼자서 콩나물을 사 오기로 결정한다.,보리는 할아버지의 얼굴을 모른다.,entailment
16910,굳이 말이필요한가 케이블 단골영화이자 명작,굳이 말이 필요없을 만큼 졸작영화.,contradiction
16911,박영선 새정치연합 원내대표가 비상대책위원장에 이상돈 중앙대 교수와 안경환 서울대 명예교수를 임명하려고 했지만 본인들이 거부해 무산되었습니다.,이상돈 교수와 안경환 교수는 한치의 망설임 없이 비상대책위원장직을 받아들였습니다.,contradiction
16912,빅토리아역보다 오히려 접근성이 좋습니다.,빅토리아역이 가까이에 있습니다.,neutral
16913,진짜 사람하나 캐리어하나만 들어갈수있어요,사람과 캐리어 각각 하나만 들어갈 수 있어요.,entailment
16914,호스트의 응답도 매우 빠르고 친절합니다.,호스트가 친절하지 않아 화가 납니다.,contradiction
16915,방은 사진과 똑같고 호텔 같이 깨끗해요.,방은 호텔같이 깨끗합니다.,entailment
16916,"또한 간호 및 관광경영 관련 전문 영어 구사 능력 증진과 경험기반 학습을 촉진시키고, 기타 교육적인 가치가 있는 부분에 대해서도 적극 협력하기로 했다.",기타 교육적인 가치가 있는 부분이 어디까지인가에 대한 이견은 존재한다.,neutral
16917,"또 경남 창원 우도는 창원해양공원에 있는 어류생태 학습관, 해양생물 테마파크, 로봇 상설체험관, 진해 해양공원 짚라인 등 다양한 체험이 가능하다.",우도는 경상북도 영덕군에 위치해있다.,contradiction
16918,착공까지 2년 6개월가량 걸리는 민자사업 준비기간을 반년 정도 단축한다.,민자사업 준비기간을 단축하기는 굉장히 힘들다.,neutral
16919,오랜만에 가슴속에 뭉클한것이 느껴졌다.,최근에도 가슴속에 뭉클한 것이 느껴졌다.,contradiction
16920,너무나 좋은 배우들로 이런 영화를 만들다니.,최악의 배우들로 이런 영화를 만들다니.,contradiction
16921,그러나 두 달 후에 민영환은 을사조약에 대한 울분을 못 이겨 자결함으로써 순국한다.,민영환은 살해를 당한다.,contradiction
16922,국토교통부는 2022년까지 국가하천 분야 한국판 뉴딜 사업을 본격 추진한다고 28일 밝혔다.,28일 국토교통부가 2040년까지 국가하천 분야 한국판 뉴딜 사업을 본격 추진한다고 밝혔다.,contradiction
16923,"2008년 8월 27일에 열린 민주당 전당대회에서 만장일치로 지명된 미국연방상원의원 조셉 바이든이 오바마의 부통령이며, 관례에 따라 먼저 취임선서를 하였다.",바이든은 2008년 8월 27일에 열린 공화당 전당대회에서 만장일치로 오바마의 부통령으로 지명되었다.,contradiction
16924,정말 친절하시고 좋으신 분이라는건 확실합니다.,호스트가 좋은 분이십니다.,neutral
16925,다음번에도 무조건 다시 이용 할 것이다.,다음번에는 절대 이용하지 않을 것이다.,contradiction
16926,영화가 끝난 후에도 긴장감이 오래도록 유지되는 이런 영화 정말 감사합니다,긴장감은 영화가 끝난 후에도 계속됐습니다.,entailment
16927,"소비회복과 경제 활력에 기여하면서, 기업과 소상공인들을 살리고, 국민들의 물품 구입비를 할인해 주는 1석 3조의 효과가 있습니다.",국민들의 물품 구입비를 20% 할인해 주는 효과가 있습니다.,neutral
16928,해변의 모래가 매우 곱고 바닷물이 깨끗하며 천연의 사구가 발달돼 있다.,매우 고운 모래를 가진 해변이다.,entailment
16929,14일 남구에 따르면 이날 현재 주월동 푸른길도서관과 봉선동 청소년도서관의 자료실 및 열람실 개방 시간은 평일 오전 9시부터 오후 6시까지 운영되고 있다.,주월동과 봉선동에는 도서관이 있다.,entailment
16930,호스트와 연락이 잘 되고 집도 훌륭해요.,호스트와 연락이 잘 안돼요.,contradiction
16931,"생일파티의 요리를 맡은 프랑스 음식점의 견습생으로 배에 오른 카타세료는 미와와 마주치고, 미와는 이내 베일에 싸인 듯한 매력을 가진 료에게 빠져들게 된다.",카타세료는 음식점의 사장이다.,contradiction
16932,"정부는 1인가구가 두려움 없이 안심하고 생활할 수 있도록 치안, 방범 등 안전 분야 정책대응을 강화할 방침이다.",정부는 1인가구를 위한 안전 분야 정책대응을 강화할 방침이다.,entailment
16933,경찰은 이 사건을 치정에 의한 살인 사건으로 보고 오씨의 범행 전 행적을 조사하고 있다.,이 사건은 경찰이 원한에 의한 살인으로만 보고 있다.,contradiction
16934,미즐리는 미국의 자동차회사 제너럴 모터스의 자회사 데이턴 리서치 연구소에 찰스 케터링의 부하로 근무하고 있었다.,미즐리는 찰스 케터링의 부하이다.,entailment
16935,"대회결과 나산면클럽과 함평읍 클럽이 우승과 준우승을 차지하며 각각 상금 20만원, 상금 15만원과 함께 우승기와 상장이 수여됐다.",우승과 준우승한 클럽외에는 아무것도 받지 못했다.,neutral
16936,하지만 전체적으로 만족스러운 숙소였습니다,전체적으로 숙소가 만족스럽습니다.,entailment
16937,8월말에 로마에서 사흘간 머물렀습니다.,8월말에 나흘간 로마에서 머물렀습니다.,contradiction
16938,호스트의 세심한 배려를 느낄수있었습니다.,호스트는 연락도 잘해주었습니다.,neutral
16939,제가 본 영화 중에서 제일 재밌었어요,제가 본 영화 10편 중에서 제일 재미있었어요.,neutral
16940,흠잡을 것 하나도 없는 정말 좋은 숙소였어요,맘에 드는곳 하나 없는 숙소였어요.,contradiction
16941,지역 주민과 청년으로 구성된 행사추진위원회는 열정과 끼로 똘똘 뭉쳐 행사를 기획하고 준비했다.,행사추진위원회 구성원은 노인뿐이다.,contradiction
16942,"1970년대, 보스턴의 폐공장에서 무기밀거래를 위해 여러 범죄자들이 모인다.",범죄자들은 무기밀거래를 성공적으로 한다.,neutral
16943,안으로 들어가면 겉보기와 달리 깔끔합니다.,겉과 안은 똑같습니다.,contradiction
16944,"한미 국방부는 정보공유, 고위급 정책협의, 연합연습 등을 통해 역내 평화와 안정을 지속 증진시켜 나갈 것입니다.",한미 국방부는 여러 방안을 통해 역내 평화와 안정을 지속적으로 증진시켜 나갈 것입니다.,entailment
16945,처음엔 그저그렇다가 엔딩으로 갈수록 인상적인 기억으로 남을 영화.,처음부터 인상적인 영화.,contradiction
16946,화순군은 매년 10월 국화축제 때 화순국화를 광주 북구 본촌동에 위치한 호남권역재활병원으로 보내 작은 축제가 열리고 있다.,매년 10월에 화순군에서 국화축제가 열린다.,entailment
16947,와이파이가 잘 안되던 것만 빼면 완벽합니다.,"위치,시설등 다른것은 모두 형편없었습니다.",contradiction
16948,덕분에 몰입도와 긴장감까지 느낄 수 있었다.,긴장감과 몰입도를 느꼈다.,entailment
16949,국제적십자사의 산하 단체인 대한적십자사는 연평도에 머물고 있는 주민과 요원에 대한 지원에 나섰다.,연평도는 사람이 살지 않는 무인도에 해당한다.,contradiction
16950,이 영화를 보여준 수학선생님께 정말 정말 감사드릴뿐이에요,수학선생님의 인생 영화를 보여줬다.,neutral
16951,"기존의 중앙 통제의 시스템으로 운영되던 분야에서 블록체인 기술이 적용되어 새로운 스타트업, 관리 시스템 등이 생겨나고 있다.",블록체인 기술의 적용으로 새로운 스타트업이 생겨나고 있다.,entailment
16952,"서울외곽순환도로 중동나들목이나 장수나들목도 한때 통제되었으나, 지금은 통행이 가능하다.",중동나들목은 지금도 통제중이다.,contradiction
16953,"카드사들은 결제내역 무료 서비스를 제공하기로 했지만, 월 300원짜리 무료 문자 서비스로 보상을 끝낼 것이냐는 비난이 쏟아지고 있다.",카드사들은 결제내역 무료 서비스를 1년 간 제공하기로 했다.,neutral
16954,영화를 단순히 영화로 보면 마음에 깊이 남을 영화.,"영화는 단순히 영화로, 드라마는 단순히 드라마로 봐야한다.",neutral
16955,이 영화에 대한 힌트는 무용과 발레에 있다고 봅니다.,무용과 발레는 이 영화의 핵심 주제이기도 합니다.,neutral
16956,소녀는 성냥이 팔리지 않으면 아버지에게 혼났기 때문에 성냥이 다 팔리기 전까지는 집에 돌아갈 수 없었다.,성냥을 다 팔기 전에도 집에 돌아갈 수 있었다.,contradiction
16957,장르의 모호함과 스토리의 난해함에 결국 두손을 들었다.,스토리가 까다로웠고 장르가 불명확했다.,entailment
16958,경찰은 정확한 결과 확인을 위해 국과수에 정밀 감정을 의뢰할 방침이다.,경찰은 정확한 결과 확인을 완료했다.,contradiction
16959,특히 숙소 바로앞 작은술집은 정말 최고였습니다,숙소에서 마신 술은 정말 최고였습니다.,neutral
